무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도
G0328,대구광역시,서구,특별시도,,당산로,2,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87278996,128.5455378,서구문화회관입구(서평초교→중리네거리),1,50,,,99.0,2017.0
G0329,대구광역시,북구,특별시도,,관음로,1,,대구광역시 북구 읍내동 615,35.94900221,128.5487056,칠곡우방타운102동건너(대중금속공고→칠곡IC),1,50,,,99.0,2017.0
G0330,대구광역시,동구,특별시도,,동대구로,2,대구광역시 동구 동대구광역시로 503,대구광역시 동구 신천동 73,35.87598696,128.6252228,동대구역네거리(MBC)(파티마병원→범어네거리),2,60,,,99.0,2017.0
G0331,대구광역시,동구,특별시도,,아양로,1,대구광역시 동구 아양로 368,대구광역시 동구 신암동 246-4,35.88344489,128.6248678,파티마병원(공고네거리→큰고개오거리),2,50,,,99.0,2017.0
G0332,대구광역시,동구,특별시도,,아양로,2,대구광역시 동구 아양로 49-1,대구광역시 동구 신암1동 592-2,35.88247151,128.619389,평화시장삼거리(파티마병원→공고네거리),2,50,,,99.0,2017.0
G0333,대구광역시,서구,특별시도,,서대구로,2,대구광역시 서구 서대구광역시로 141,대구광역시 서구 평리동 1524-17,35.87069465,128.5545903,신평리네거리(중리)(서구청→중리네거리),2,50,,,99.0,2017.0
G0334,대구광역시,서구,특별시도,,달서로,1,대구광역시 서구 달서로 541-25,대구광역시 서구 비산2.3동 60-3,35.87985942,128.5715892,북비산네거리(비산네거리→원대오거리),2,50,,,99.0,2017.0
G0335,대구광역시,남구,특별시도,,현충로,2,대구광역시 남구 현충로 219,대구광역시 남구 대명동 2145-1,35.85206042,128.5820144,삼각지네거리(계명네거리→앞산네거리),2,50,,,99.0,2017.0
G0336,대구광역시,북구,특별시도,,침산남로,1,대구광역시 북구 침산남로 260-2,대구광역시 북구 침산동 354-1,35.89009098,128.5884708,침산네거리(동침산네거리→오봉오거리),2,50,,,99.0,2017.0
G0337,대구광역시,수성구,특별시도,,무학로,2,대구광역시 수성구 무학로 237,대구광역시 수성구 지산동 720-4,35.82872817,128.634701,무학삼거리(무학네거리→경찰청),2,50,,,99.0,2017.0
G0338,대구광역시,수성구,특별시도,,범안로,2,대구광역시 수성구 범안로 83,대구광역시 수성구 범물동 1287-2,35.81838134,128.6468772,용지아파트(관계삼거리→용지네거리),2,60,,,99.0,2017.0
G0339,대구광역시,남구,특별시도,5,성당로,1,대구광역시 남구 성당로 1230-3,대구광역시 남구 대명동 1226-11,35.8382793,128.5583312,성당네거리(송현역→두류공원),2,50,,,99.0,2017.0
G0340,대구광역시,달서구,특별시도,,구마로,2,대구광역시 달서구 구마로 643-21,대구광역시 달서구 본리동 679-4,35.83757875,128.5309862,감천네거리(본리네거리→남대구IC),2,60,,,99.0,2017.0
G0341,대구광역시,서구,특별시도,,명덕로,2,대구광역시 달서구 명덕로 2,대구광역시 달서구 두류1.2동 1227-19,35.86163094,128.5720291,반고개네거리(비산네거리→내당네거리),2,50,,,99.0,2017.0
G0342,대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 141,대구광역시 달서구 용산동 230-12,35.85012928,128.5301263,죽전우방아파트(용산큰시장→용산네거리),2,50,,,99.0,2017.0
G0363,대구광역시,달서구,특별시도,,앞산터널로,1,,대구광역시 달서구 도원동 1396-361,35.80690353,128.5632153,앞산터널입구1차로(상인동→파동),99,80,1.0,,99.0,2017.0
G0364,대구광역시,달서구,특별시도,,앞산터널로,1,,대구광역시 달서구 도원동 1396-361,35.80690353,128.5632153,앞산터널입구2차로(상인동→파동),99,80,1.0,,99.0,2017.0
G0365,대구광역시,달서구,특별시도,,앞산터널로,1,,대구광역시 달서구 도원동 1396-361,35.80690353,128.5632153,앞산터널입구3차로(상인동→파동),99,80,1.0,,99.0,2017.0
G0366,대구광역시,수성구,특별시도,,앞산터널로,1,,대구광역시 수성구 파동 546,35.81178251,128.6141933,앞산터널출구1차로(상인동→파동),99,80,2.0,,99.0,2017.0
G0367,대구광역시,수성구,특별시도,,앞산터널로,1,,대구광역시 수성구 파동 546,35.81178251,128.6141933,앞산터널출구2차로(상인동→파동),99,80,2.0,,99.0,2017.0
G0368,대구광역시,수성구,특별시도,,앞산터널로,1,,대구광역시 수성구 파동 546,35.81178251,128.6141933,앞산터널출구3차로(상인동→파동),99,80,2.0,,99.0,2017.0
G0369,대구광역시,수성구,특별시도,,앞산터널로,1,,대구광역시 수성구 파동 546,35.81178251,128.6141933,앞산터널출구4차로(상인동→파동),99,80,2.0,,99.0,2017.0
G0513,대구광역시,서구,특별시도,48,평리로,2,대구광역시 서구 평리로 401,대구광역시 서구 평리동 1111-8,35.8666624,128.566912,대구서도초등학교앞(구.대영학원→남평리네거리),2,30,,,2.0,2017.0
G0514,대구광역시,서구,특별시도,48,평리로,1,대구광역시 서구 평리로 394,대구광역시 서구 내당동 2-34,35.86611891,128.5660528,대구서도초등학교건너편(남평리네거리→구.대영학원),2,30,,,2.0,2017.0
G0623,대구광역시,달성군,지방도,30,가창로,1,대구광역시 달성군 가창면 가창로 863,대구광역시 달성군 가창면 냉천리 1-2,35.78785487,128.6379071,스파밸리건너편(청도→가창교),2,60,,,99.0,2017.0
G0625,대구광역시,동구,특별시도,,혁신대로,2,,대구광역시 동구 신서동 1179,35.87732389,128.7242371,신용보증기금남동측삼거리(영천→신용보증기금),2,60,,,99.0,2017.0
G0626,대구광역시,동구,일반국도,4,동북로,1,,대구광역시 동구 신암동 134-63,35.88871093,128.6288577,신성초교인근횡단보도(효목고가→복현푸르지오),2,50,,,99.0,2017.0
G0627,대구광역시,북구,특별시도,45,학정로,1,,대구광역시 북구 구암동 698,35.92689605,128.5583569,구암초등학교건너(구암중→구암4),2,40,,,2.0,2017.0
G0628,대구광역시,북구,일반국도,5,칠곡중앙대로,1,,대구광역시 북구 태전동 991,35.93025742,128.5478677,운전면허시험장사거리(태전3→칠곡지하차도),2,50,,,99.0,2017.0
G0629,대구광역시,북구,특별시도,67,신암로,1,,대구광역시 북구 칠성동1가 279-1,35.87498916,128.6072487,칠성교네거리(동인지하차도→칠성교),2,50,,,99.0,2017.0
G0630,대구광역시,북구,특별시도,68,성북로,1,,대구광역시 북구 침산2동 333-3,35.89179403,128.5900535,북침산네거리(침산초교→성북교),2,50,,,99.0,2017.0
G0631,대구광역시,서구,특별시도,50,국채보상로,1,,대구광역시 서구 비산4동 169-1,35.87088772,128.5781874,대성초등학교앞(비산4→서문시장),2,40,,,2.0,2017.0
G0632,대구광역시,서구,특별시도,51,달서로,2,,대구광역시 서구 비산동 897-13,35.86685794,128.5707523,구대영학원네거리(비산4→반고개4),2,50,,,99.0,2017.0
G0633,대구광역시,수성구,특별시도,96,고모로,2,,대구광역시 수성구 가천동 475-2,35.85340731,128.6838986,가천마을앞(고산→고모역),2,60,,,99.0,2017.0
G0634,대구광역시,수성구,특별시도,,신천동로,1,,대구광역시 수성구 상동 163-2,35.83698256,128.6071338,대구한의대부속한방병원서편(상동교→중동교),2,60,,,99.0,2017.0
G0635,대구광역시,수성구,특별시도,69,수성로,2,,대구광역시 수성구 수성동1가 218-4,35.85474503,128.6131964,동성학교네거리(궁전맨션→대봉교),2,50,,,99.0,2017.0
G0636,대구광역시,수성구,특별시도,28,청수로,1,,대구광역시 수성구 황금동 360,35.84067578,128.633904,성동초교교차로(황금4→황금고가),2,50,,,99.0,2017.0
G0637,대구광역시,수성구,특별시도,23,청호로,2,,대구광역시 수성구 지산동 102,35.82579205,128.645012,수성소방서동편(무학4→관계3),2,60,,,99.0,2017.0
G0638,대구광역시,수성구,일반국도,25,달구벌대로,2,,대구광역시 수성구 시지동 208-1,35.84147216,128.6857386,월드컵삼거리(연호4→신매4),2,60,,,99.0,2017.0
G0639,대구광역시,중구,특별시도,50,국채보상로,2,,대구광역시 중구 서성로2가 42,35.87005088,128.5868328,서성네거리(중앙로역→동산4),2,50,,,99.0,2017.0
G0640,대구광역시,중구,특별시도,54,태평로,1,,대구광역시 중구 태평로3가 247,35.87646178,128.5871586,태평네거리(달성4→대구역),2,50,,,99.0,2017.0
G0641,대구광역시,달서구,특별시도,35,월곡로,1,대구광역시 달서구 월곡로99길 45,대구광역시 달서구 월암동 1125,35.83083304,128.5196298,성서4차단지기업은행네거리(중소기업청네거리→남대구IC),2,50,,,99.0,2017.0
G0642,대구광역시,달서구,특별시도,10,달서대로,1,,대구광역시 달서구 신당동 산 34-7,35.86298843,128.4915829,한화꿈에그린아파트(서재→계대동문4),2,60,,,99.0,2017.0
G0643,대구광역시,달서구,특별시도,28,성서공단로,1,,대구광역시 달서구 호림동 251-3,35.83502348,128.4821027,호림강나루공원삼거리(지역난방공사→강창교),2,60,,,99.0,2017.0
G0644,대구광역시,달서구,일반국도,5,월배로,2,,대구광역시 달서구 유천동 368-2,35.81225183,128.5180576,차량기지네거리(진천4→유천4),2,50,,,99.0,2017.0
G0645,대구광역시,달서구,특별시도,,상인로,1,,대구광역시 달서구 상인동 1560-1,35.81140374,128.549317,월곡초등학교앞(상인비둘기1단지→엘리바덴),2,30,,,2.0,2017.0
G0646,대구광역시,달서구,특별시도,31,와룡로,2,,대구광역시 달서구 감삼동 496,35.8441379,128.540487,본리초교네거리(본리사거리→죽전사거리),2,60,,,99.0,2017.0
G0647,대구광역시,서구,일반국도,30,달구벌대로,1,,대구광역시 달서구 두류동 1290-1,35.85910554,128.5618689,광장코아횡단보도(감삼4→두류4),2,60,,,99.0,2017.0
G0648,대구광역시,동구,특별시도,,동대구로,1,대구광역시 동구 동대구광역시로 412,대구광역시 동구 신천동 742,35.87742987,128.6273253,MBC네거리(범어네거리→동대구역네거리),2,60,,,99.0,2017.0
G0649,대구광역시,달성군,일반국도,30,달구벌대로,1,,대구광역시 달성군 다사읍 매곡리 산 36-9,35.86175233,128.4564931,강창우방타운삼거리(매곡정수장→대실역),2,60,,,99.0,2017.0
G0650,대구광역시,북구,일반국도,5,칠곡중앙대로,2,,대구광역시 북구 읍내동 1330,35.93646159,128.5488594,목련아파트네거리(칠곡우체국4→칠곡지하도),2,50,,,99.0,2017.0
G0651,대구광역시,북구,일반국도,4,동북로,1,,대구광역시 북구 산격동 755-14,35.90135599,128.5962073,연암네거리(침산교→공산수원지3),2,50,,,99.0,2017.0
G0652,대구광역시,북구,특별시도,,침산로,2,,대구광역시 북구 칠성동2가 711,35.88060973,128.5897585,남침산네거리(침산4→태평4),2,50,,,99.0,2017.0
G0653,대구광역시,북구,특별시도,68,침산남로,2,,대구광역시 북구 침산동 4-2,35.88663968,128.5980165,동침산네거리(침산4→경대교),2,50,,,99.0,2017.0
G0654,대구광역시,서구,특별시도,50,국채보상로,1,,대구광역시 서구 중리동 730,35.86900755,128.5481281,중리네거리(서대구공단4→신평리4),2,50,,,99.0,2017.0
G0655,대구광역시,달성군,특별시도,,국가산단로,1,,대구광역시 달성군 현풍면 신기리 85-10,35.66885632,128.4424784,현풍IC앞(구지→테크노폴리스),1,60,,,99.0,2017.0
G0656,대구광역시,남구,특별시도,22,앞산순환로,1,,대구광역시 남구 대명동 1291,35.84637678,128.5801523,충혼탑앞(현충3→앞산고가교),1,60,,,99.0,2017.0
G0657,대구광역시,달서구,특별시도,48,선원로,1,,대구광역시 달서구 용산동 500,35.85871069,128.5193421,용산2동주민센터앞(성서고교→용산지하도),1,50,,,99.0,2017.0
G0658,대구광역시,달서구,특별시도,50,새방로,2,,대구광역시 달서구 용산동 산 155-1,35.86470879,128.526122,경원고앞(새방지하도→용산동),1,50,,,99.0,2017.0
G0659,대구광역시,달서구,특별시도,,달서대로,2,,대구광역시 달서구 파호동 98,35.84757447,128.4728665,삼성명가타운건너편 강변로(강창교→강나루공원),1,60,,,99.0,2017.0
G0660,대구광역시,달성군,특별시도,56,서재로,1,,대구광역시 달성군 다사읍 서재리 산 1-11,35.88187202,128.4996516,성주사(서재→와룡대교),1,50,,,99.0,2017.0
G0661,대구광역시,달성군,일반국도,30,달구벌대로,1,,대구광역시 달성군 하빈면 동곡리 368-4,35.8791445,128.4134253,봉촌교앞(성주→대구),1,70,,,99.0,2017.0
G0662,대구광역시,동구,일반국도,4,화랑로,2,,대구광역시 동구 방촌동 1084-272,35.8766196,128.6692871,우방강촌마을103동앞(동대구IC→화랑교),1,60,,,99.0,2017.0
G0663,대구광역시,동구,일반국도,4,화랑로,2,,대구광역시 수성구 만촌동 2-4,35.87612973,128.6569155,인터불고호텔입구(화랑교→효목4),1,60,,,99.0,2017.0
G0664,대구광역시,달성군,특별시도,,화암로,2,,대구광역시 달성군 화원읍 본리리 135,35.80335876,128.5124679,대곡역그린빌107동앞(수목원→명곡),1,50,,,99.0,2017.0
G0665,대구광역시,달성군,특별시도,,화암로,2,,대구광역시 달성군 화원읍 명곡리 943-3,35.7988252,128.5034933,화원119안전센터 건너편(수목원→명곡),1,50,,,99.0,2017.0
G0666,대구광역시,북구,특별시도,31,관음로,1,,대구광역시 북구 관음동 산 64-21,35.94150365,128.5424872,행복한교회(칠곡IC→칠곡우체국4),1,50,,,99.0,2017.0
G0667,대구광역시,북구,특별시도,31,매천로,1,,대구광역시 북구 팔달동 27,35.89943472,128.5420515,농수산도매시장앞(매천대교→매천초교),1,60,,,99.0,2017.0
G0668,대구광역시,수성구,특별시도,28,청수로,1,,대구광역시 수성구 황금동 7,35.84496232,128.6422362,두리봉터널200m전(황금아파트4→두리봉터널),1,50,,,99.0,2017.0
G0861,대구광역시,달성군,특별시도,56,서재로,1,,대구광역시 달성군 다사읍 서재리 1049-2,35.867869,128.492894,서재동화아이위시앞(신당재R→서재초),2,40,,,99.0,2017.0
G0862,대구광역시,달성군,일반국도,5,비슬로,2,,대구광역시 달성군 논공읍 남리 190,35.72598614,128.4339352,논공삼거리(논공→현풍),2,70,,,99.0,2017.0
G0948,대구광역시,동구,고속국도,1,경부고속도로,2,대구광역시 동구 둔산로40길 29-14,대구광역시 동구 방촌동 13-5,35.89671203,128.6773043,경부고속도로124.3km(서울→부산),1,100,,,99.0,2017.0
G0954,대구광역시,군위군,지방도,79,춘산리,1,대구광역시 군위군 부계면 춘산1길 19-3,대구광역시 군위군 부계면 춘산리 564-1,36.07864079,128.6562652,부계중학교앞(팔공산→동군위IC),2,70,,,99.0,2018.0
G0955,대구광역시,군위군,지방도,79,동산리,2,대구광역시 군위군 부계면 한티로 2248,대구광역시 군위군 부계면 춘산리 38-3,36.06875608,128.6587556,백송관광호텔앞(동군위IC→팔공산),2,70,,,99.0,2018.0
G0956,대구광역시,군위군,지방도,79,팔공산로,1,대구광역시 군위군 부계면 동산1길 26-51,대구광역시 군위군 부계면 동산리 산 3-3,36.04877235,128.6456942,제2석굴암교앞(대구→군위),1,60,,,99.0,2018.0
G1388,대구광역시,달성군,일반국도,5,비슬로,2,대구광역시 달성군 화원읍 비슬로 2640,대구광역시 달성군 화원읍 본리리 14-8,35.80553382,128.5052651,다다오피스화원점앞(화원삼거리→유천교),2,50,,,99.0,2018.0
G1389,대구광역시,달성군,일반국도,5,비슬로,1,대구광역시 달성군 화원읍 비슬로 2635,대구광역시 달성군 화원읍 천내리 56,35.80586312,128.5045393,다다오피스화원점건너(유천교→화원삼거리),2,50,,,99.0,2018.0
G1488,대구광역시,북구,특별시도,11,신천대로,1,,대구광역시 북구 침산동 80-2,35.8842339,128.601008,경대교(신천교→침산교),1,80,,,99.0,2018.0
G1489,대구광역시,북구,특별시도,11,신천대로,2,,대구광역시 북구 칠성동1가 319-1,35.87459257,128.608669,신천교(경대교→수성교),1,80,,,99.0,2018.0
G1490,대구광역시,수성구,특별시도,40,달구벌대로,1,대구광역시 수성구 달구벌대로 2450,대구광역시 수성구 범어동 835,35.85820008,128.6306298,수성구청(범어네거리→만촌네거리),1,60,,,99.0,2018.0
G1491,대구광역시,중구,특별시도,40,달구벌대로,1,대구광역시 중구 달구벌대로 2230,대구광역시 중구 대봉동 654-1,35.86201499,128.6069967,동부교회건너편(반월당네거리→범어네거리),2,60,,,99.0,2018.0
G1492,대구광역시,중구,특별시도,40,달구벌대로,2,대구광역시 중구 달구벌대로 2077,대구광역시 중구 계산동2가 317,35.8666296,128.5906257,현대백화점(반월당네거리→신남네거리),2,60,,,99.0,2018.0
G1493,대구광역시,동구,특별시도,19,신암남로,1,대구광역시 동구 신암남로 45,대구광역시 동구 신암동 367,35.87969333,128.62097,동대구초등학교(동대구역→동신초등학교),2,30,,,2.0,2018.0
G1494,대구광역시,동구,특별시도,66,반야월로,1,대구광역시 동구 반야월로 132,대구광역시 동구 신기동 529-1,35.872886,128.7029069,세윤부동산사거리(율하교→안심역),2,50,,,99.0,2018.0
G1495,대구광역시,서구,특별시도,,달서로,2,대구광역시 서구 달서로 107,대구광역시 서구 비산동 333-1,35.87180838,128.57088,죽전119안전센터(죽전역→와룡네거리),2,60,,,99.0,2018.0
G1496,대구광역시,수성구,특별시도,83,청수로,2,대구광역시 수성구 청수로 513,대구광역시 수성구 만촌동 산 227-5,35.84930192,128.6569442,만촌우방타운1차삼거리(담티고가교→두리봉터널),2,50,,,99.0,2018.0
G1497,대구광역시,수성구,특별시도,5555,신천동로,1,대구광역시 수성구 신천동로 442,대구광역시 수성구 수성동4가 1291-1,35.86314292,128.6122389,수성교북편(신천교)(대봉교→신천교),2,60,,,99.0,2018.0
G1498,대구광역시,수성구,특별시도,13,신천동로,2,,대구광역시 중구 삼덕동3가 377-1,35.86370288,128.6112692,수성교북편(대봉교)(신천교→대봉교),2,60,,,99.0,2018.0
G1499,대구광역시,달서구,특별시도,30,달구벌대로,2,대구광역시 달서구 달구벌대로 1095,대구광역시 달서구 호산동 1-4,35.85355435,128.4814938,성서계명대학병원앞(신당네거리→강창교),2,60,,,99.0,2018.0
G1500,대구광역시,달서구,특별시도,30,달구벌대로,1,,대구광역시 달서구 호산동 329-1,35.85244271,128.4804575,성서계명대학병원건너편(강창교→신당네거리),2,60,,,99.0,2018.0
G1501,대구광역시,달성군,특별시도,54555,왕선로,2,,대구광역시 달성군 다사읍 매곡리 1544,35.86341238,128.4639882,왕선초등학교오거리(대실역)(세천교→대실역),2,40,,,2.0,2018.0
G1502,대구광역시,달성군,특별시도,1323,테크노폴리스로,1,,대구광역시 달성군 논공읍 본리리 산 183-9,35.731129,128.47952,테크노폴리스입구1차로(김흥2터널→명곡터널),99,80,1.0,,99.0,2018.0
G1503,대구광역시,달성군,특별시도,1323,테크노폴리스로,1,,대구광역시 달성군 논공읍 본리리 산 183-9,35.731129,128.47952,테크노폴리스입구2차로(김흥2터널→명곡터널),99,80,1.0,,99.0,2018.0
G1504,대구광역시,달성군,특별시도,1323,테크노폴리스로,1,,대구광역시 달성군 화원읍 본리리 331-2,35.79860559,128.5122934,테크노폴리스출구1차로(김흥2터널→명곡터널),99,80,2.0,,99.0,2018.0
G1505,대구광역시,달성군,특별시도,1323,테크노폴리스로,1,,대구광역시 달성군 화원읍 본리리 331-2,35.79860559,128.5122934,테크노폴리스출구2차로(김흥2터널→명곡터널),99,80,2.0,,99.0,2018.0
G1537,대구광역시,달성군,특별시도,55555,대실역남로,2,,대구광역시 달성군 다사읍 죽곡리 843,35.85239777,128.4668074,대실초등학교앞(대실유치원→한신휴플러스아파트),1,30,,,2.0,2018.0
G1538,대구광역시,달성군,특별시도,,대실역북로,1,대구광역시 달성군 다사읍 대실역북로 66,대구광역시 달성군 다사읍 매곡리 1534,35.8625193,128.4677129,매곡초등학교삼거리(대실역→왕선중학교),2,30,,,2.0,2018.0
G1539,대구광역시,달성군,특별시도,55555,세천로,1,대구광역시 달성군 다사읍 세천로 182-9,대구광역시 달성군 다사읍 세천리 1586,35.87434699,128.4814697,세천초등학교삼거리(세천유치원→세천초등학교),2,30,,,2.0,2018.0
G1737,대구광역시,군위군,일반국도,5,경서로,1,대구광역시 군위군 효령면 간동길 3-9,대구광역시 군위군 효령면 병수리 1025-6,36.17602405,128.583363,효령문화마을삼거리(가산→의성),2,80,,,99.0,2018.0
G2036,대구광역시,동구,일반국도,4,안심로,2,대구광역시 동구 안심로 58,대구광역시 동구 율하동 1111,35.86998353,128.6922671,율하메디빌빌딩(반야월삼거리→안심주공네거리),1,60,,,99.0,2018.0
G2037,대구광역시,서구,특별시도,37,당산로,1,대구광역시 서구 당산로 324,대구광역시 서구 중리동 94,35.86435574,128.5480848,중리시영1차아파트(감삼네거리→중리네거리),1,50,,,99.0,2018.0
G2038,대구광역시,북구,특별시도,71,침산남로,1,대구광역시 북구 침산남로 62,대구광역시 북구 노원동1가 8-1,35.88935998,128.5827172,벽강물회(원대오거리→오봉오거리),1,50,,,99.0,2018.0
G2039,대구광역시,북구,일반국도,4,칠곡중앙대로,2,대구광역시 북구 칠곡중앙대로 205,대구광역시 북구 태전동 789-5,35.91445354,128.5481896,북대구의원(태전교→팔달교),1,50,,,99.0,2018.0
G2040,대구광역시,달서구,일반국도,17,달서대로,1,,대구광역시 달서구 신당동 1272,35.85005719,128.4920436,신당네거리(호림네거리→성서계대동문네거리),1,60,,,99.0,2018.0
G2041,대구광역시,달서구,특별시도,27,성서로,1,대구광역시 달서구 성서로 368,대구광역시 달서구 이곡동 1000-64,35.85027591,128.5077176,와룡세차장(갈산네거리→성서네거리),1,50,,,99.0,2018.0
G2042,대구광역시,달성군,특별시도,5,비슬로,1,,대구광역시 달성군 옥포읍 강림리 637-9,35.7815457,128.4358479,강림초교(논공→화원),1,50,,,2.0,2018.0
G2043,대구광역시,중구,특별시도,67,동덕로,2,대구광역시 중구 동덕로 177,대구광역시 중구 동인동2가 65-2,35.87050278,128.6040098,동인치안센터건너편(동인네거리→종각네거리),2,50,,,99.0,2018.0
G2044,대구광역시,중구,특별시도,50,국채보상로,1,대구광역시 중구 국채보상로 680,대구광역시 중구 동인동2가 101,35.86783816,128.6040529,종각네거리(공평네거리→동신교),2,50,,,99.0,2018.0
G2045,대구광역시,서구,특별시도,4,달구벌대로,2,대구광역시 서구 달구벌대로 1685,대구광역시 서구 내당동 458-52,35.8553386,128.5498286,삼육오감자탕(두류네거리→감삼네거리),2,60,,,99.0,2018.0
G2046,대구광역시,북구,일반국도,4,동북로,2,대구광역시 북구 동북로 21,대구광역시 북구 산격동 755-1,35.90217468,128.5958948,연암네거리(침산)(공산수원지삼거리→침산교),2,50,,,99.0,2018.0
G2047,대구광역시,북구,특별시도,60,대학로,1,대구광역시 북구 대학로 136,대구광역시 북구 복현동 402-8,35.89599201,128.6134433,복현우체국입구교차로(경북대북문→복현오거리),2,50,,,99.0,2018.0
G2048,대구광역시,북구,특별시도,74,구암로,1,대구광역시 북구 구암로 278,대구광역시 북구 구암동 824-10,35.93589414,128.5667827,운암초등삼거리(운암지→구암삼거리),2,50,,,99.0,2018.0
G2049,대구광역시,북구,특별시도,58,팔달로,2,대구광역시 북구 팔달로 207,대구광역시 북구 노원동2가 347,35.88830559,128.5727492,동창약국(원대오거리→만평네거리),2,50,,,99.0,2018.0
G2050,대구광역시,북구,특별시도,71,침산남로,1,,대구광역시 북구 침산동 414-1,35.88848787,128.5865899,달산초교교차로(오봉오거리→침산네거리),2,50,,,99.0,2018.0
G2051,대구광역시,수성구,특별시도,69,수성로,2,대구광역시 수성구 수성로 165,대구광역시 수성구 중동 411-1,35.84002902,128.6116637,중동네거리(동성학교네거리→상동네거리),2,50,,,99.0,2018.0
G2052,대구광역시,수성구,특별시도,28,청수로,2,대구광역시 수성구 청수로 213,대구광역시 수성구 황금동 365,35.84029338,128.6301483,성동초교삼거리(황금아파트네거리→황금네거리),2,50,,,99.0,2018.0
G2053,대구광역시,수성구,특별시도,77,지범로,2,,대구광역시 수성구 지산동 1271,35.82407591,128.6335556,지산네거리(두산오거리→범물네거리),2,50,,,99.0,2018.0
G2054,대구광역시,수성구,특별시도,77,지범로,2,대구광역시 수성구 지범로 188,대구광역시 수성구 범물동 1334,35.82080178,128.6395179,범물네거리(지산네거리→용지네거리),2,50,,,99.0,2018.0
G2055,대구광역시,달서구,특별시도,,대명천로,1,대구광역시 달서구 대명천로 153,대구광역시 달서구 본리동 306-1,35.83797745,128.5421457,새본리중학교삼거리(본리치안센터→본리119안전센터),2,50,,,99.0,2018.0
G2056,대구광역시,달서구,특별시도,5,달서대로,1,대구광역시 달서구 달서대로 499,대구광역시 달서구 호산동 717,35.84315724,128.4911137,삼성전자물류센터(신당네거리→호림네거리),2,60,,,99.0,2018.0
G2057,대구광역시,달서구,일반국도,5,월배로,1,대구광역시 달서구 월배로 450,대구광역시 달서구 송현동 195-7,35.83348659,128.5547074,삼일병원네거리(송현역→성당못역),2,50,,,99.0,2018.0
G2801,대구광역시,동구,일반국도,25,이노밸리로,2,,대구광역시 동구 각산동 1176,35.87962513,128.7094598,나불지남편(각산성당→새론중학교),1,50,,,99.0,2019.0
G2802,대구광역시,달서구,특별시도,21,진천로,1,,대구광역시 달서구 진천동 285-26,35.8103836,128.526283,장보고식자재마트건너(진천네거리→진천남네거리),2,30,,,99.0,2019.0
G2803,대구광역시,서구,특별시도,50,팔달로,2,,대구광역시 서구 비산동 874,35.88883952,128.5678911,인지초교(만평네거리→원대오거리),2,40,,,2.0,2019.0
G2804,대구광역시,달서구,특별시도,10,호산로,2,,대구광역시 달서구 파호동 81,35.85086956,128.4734591,성서삼성명가타운서편삼거리(한국지역난방공사→강창교),2,60,,,99.0,2019.0
G2805,대구광역시,북구,특별시도,72,사수로,1,,대구광역시 북구 금호동 452-2,35.89553137,128.526347,경원LPG충전소건너(매천대교→와룡대교),1,50,,,99.0,2019.0
G2861,대구광역시,달서구,특별시도,31,조암로,2,대구광역시 달서구 조암로 80,대구광역시 달서구 월성동 1463,35.82334815,128.521697,상원어린이집삼거리(월성네거리→조암네거리),2,50,,,2.0,2019.0
G3111,대구광역시,동구,특별시도,39,팔공산로,2,대구광역시 동구 팔공산로 225,대구광역시 동구 덕곡동 34,35.99718605,128.613761,대구선명학교앞(파계로→동명),1,40,,,2.0,2019.0
G3147,대구광역시,수성구,특별시도,77,동대구로,1,대구광역시 수성구 동대구광역시로 201,대구광역시 수성구 황금동 676-7,35.84843228,128.6243553,정상어학원앞(범어네거리→황금네거리),1,60,,,99.0,2019.0
G3148,대구광역시,북구,특별시도,13,호국로,1,,대구광역시 북구 서변동 1282-3,35.9138987,128.6002852,금호1교밑(산격대교→도곡네거리),1,60,,,99.0,2019.0
G3149,대구광역시,북구,특별시도,13,서변남로,1,,대구광역시 북구 서변동 1308-3,35.9137903,128.5933097,서변고가차도입구(북대구IC→서변고가차도),1,60,,,99.0,2019.0
G3150,대구광역시,동구,특별시도,67,신암로,2,대구광역시 동구 신암로 127,대구광역시 동구 신안동 806-2,35.88115466,128.6134773,공고네거리(파티마삼거리→칠성교네거리),2,50,,,99.0,2019.0
G3151,대구광역시,서구,특별시도,40,달구벌대로,2,대구광역시 서구 달구벌대로 1821,대구광역시 서구 내당동 65-6,35.86031076,128.5637315,내당역네거리(반고개네거리→두류네거리),2,60,,,99.0,2019.0
G3152,대구광역시,서구,특별시도,5,서대구로,2,대구광역시 서구 서대구광역시로 227,대구광역시 서구 평리동 530-9,35.87838533,128.5545618,평리네거리(만평네거리→평리광명네거리),2,50,,,99.0,2019.0
G3153,대구광역시,서구,특별시도,,와룡로,1,,대구광역시 서구 이현동 44-14,35.86977173,128.5394903,서대구공단네거리(와룡네거리→이현삼거리),2,60,,,99.0,2019.0
G3154,대구광역시,서구,특별시도,5,서대구로,2,대구광역시 서구 서대구광역시로 25,대구광역시 서구 내당동 350-1,35.86032775,128.5560511,삼익맨션앞(남평리네거리→두류네거리),2,50,,,99.0,2019.0
