주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,위도,경도,데이터기준일자
154-1-000073,동북로26길인근,공영,노상,,대구광역시 북구 산격동 1203-64,14,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.90068702,128.6066299,2020-02-11
154-1-000074,동북로37길인근,공영,노상,,대구광역시 북구 산격동 493-4,17,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9004714,128.613574,2020-02-11
154-1-000075,동북로50길인근,공영,노상,,대구광역시 북구 복현동 623,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8950359608,128.6180128028,2020-02-11
154-1-000076,동북로53길인근,공영,노상,대구광역시 북구 동북로57길 9,대구광역시 북구 복현동 332-1,37,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8946134839,128.6220753097,2020-02-11
154-1-000077,동북로55길인근,공영,노상,,대구광역시 북구 복현동 623,10,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8950359608,128.6180128028,2020-02-11
154-1-000078,동북로57길인근,공영,노상,,대구광역시 북구 복현동 623,39,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8950359608,128.6180128028,2020-02-11
154-1-000079,동암로7길인근,공영,노상,,대구광역시 북구 읍내동 1234-184,47,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.94597857,128.5544706,2020-02-11
154-1-000080,동천교인근,공영,노상,,대구광역시 북구 구암동 761-2,19,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9317223904,128.5550631392,2020-02-11
154-1-000081,백사벌네거리(남편),공영,노상,,대구광역시 북구 침산동 1208,56,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89919158,128.5865678,2020-02-11
154-1-000082,백사벌네거리(북편),공영,노상,,대구광역시 북구 침산동 1208,23,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89919158,128.5865678,2020-02-11
154-1-000083,복현로북2길인근,공영,노상,,대구광역시 북구 복현동 623,14,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8950359608,128.6180128028,2020-02-11
154-1-000084,북구청인근,공영,노상,,대구광역시 북구 침산동 449-5,39,1,미시행,평일+토요일,00:00,08:00,18:00,08:00,00:00,00:00,유료,30,1000,10.0,500.0,,,,,,35.88809698,128.582742,2020-02-11
154-1-000085,북부소방서뒤편,공영,노상,,대구광역시 북구 칠성동2가 302-93,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.87750286,128.5926647,2020-02-11
154-1-000086,북침산네거리(북편),공영,노상,,대구광역시 북구 침산동 543-4,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89347056,128.5897599,2020-02-11
154-1-000087,산격로10길인근,공영,노상,,대구광역시 북구 산격동 1499-1,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89455585,128.6088427,2020-02-11
154-1-000088,산격로13길인근,공영,노상,,대구광역시 북구 산격동 1185-38,3,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89722774,128.6027042,2020-02-11
154-1-000089,산격로19길인근,공영,노상,,대구광역시 북구 산격동 1499-2,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89104648,128.6059248,2020-02-11
154-1-000090,산격로8길인근,공영,노상,,대구광역시 북구 산격동 1499-1,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89455585,128.6088427,2020-02-11
154-1-000091,산격로9길인근,공영,노상,,대구광역시 북구 산격동 1426-52,24,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89493084,128.6042043,2020-02-11
154-1-000092,성북로13길인근,공영,노상,,대구광역시 북구 침산동 333-3,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89216791,128.590725,2020-02-11
154-1-000093,성북로5길인근,공영,노상,,대구광역시 북구 침산동 551-8,134,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89496634,128.5880098,2020-02-11
154-1-000095,시체육회앞,공영,노상,대구광역시 북구 고성로 191,대구광역시 북구 고성동3가 2,59,1,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,유료,30,1000,10.0,500.0,,,50000.0,,,35.8830180564,128.5861563786,2020-02-11
154-1-000096,신천교,공영,노상,,대구광역시 북구 칠성동2가 409-6,27,1,미시행,평일+토요일+공휴일,07:00,18:30,07:00,18:30,07:00,18:30,유료,30,500,10.0,250.0,,,,,,35.87980685,128.6023836,2020-02-11
154-1-000097,신천교고가도로밑,공영,노상,,대구광역시 북구 칠성동1가 287,46,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10.0,250.0,,5000.0,50000.0,,,35.87512466,128.608594,2020-02-11
154-1-000098,신천동로(대현동),공영,노상,,대구광역시 북구 대현동 524,11,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88441248,128.6024075,2020-02-11
154-1-000099,신천동로146길인근,공영,노상,,대구광역시 북구 대현동 524,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88441248,128.6024075,2020-02-11
154-1-000100,신천동로148길인근,공영,노상,,대구광역시 북구 대현동 524,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88441248,128.6024075,2020-02-11
154-1-000101,연암공원로10길인근,공영,노상,,대구광역시 북구 산격동 1436-10,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8944331,128.6010214,2020-02-11
154-1-000102,연암공원로14길인근,공영,노상,,대구광역시 북구 산격동 1186-111,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89700877,128.6014397,2020-02-11
154-1-000103,연암공원로28길인근,공영,노상,,대구광역시 북구 산격동 1499-2,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89104648,128.6059248,2020-02-11
154-1-000104,연암공원로32길인근,공영,노상,대구광역시 북구 연암공원로32길 1,대구광역시 북구 산격동 1203-12,34,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.90140838,128.6065689,2020-02-11
154-1-000105,연암공원로인근,공영,노상,,대구광역시 북구 산격동 975-2,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89179162,128.5957289,2020-02-11
154-1-000106,연암로인근,공영,노상,,대구광역시 북구 산격동 796-37,48,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89653618,128.5950001,2020-02-11
154-1-000107,영송로인근,공영,노상,,대구광역시 북구 태전동 950,8,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.92990667,128.5449716,2020-02-11
154-1-000108,오봉로10길인근,공영,노상,,대구광역시 북구 노원동1가 273,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88989334,128.5784575,2020-02-11
154-1-000109,오봉로1길인근,공영,노상,,대구광역시 북구 노원동2가 1,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8877794963,128.5743933766,2020-02-11
154-1-000110,오봉로1길인근(보성아파트),공영,노상,,대구광역시 북구 노원동2가 1,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8877794963,128.5743933766,2020-02-11
154-1-000111,오봉로3길인근,공영,노상,,대구광역시 북구 노원동2가 1,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8877794963,128.5743933766,2020-02-11
154-1-000112,오봉로6길인근,공영,노상,,대구광역시 북구 노원동1가 273,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88989334,128.5784575,2020-02-11
154-1-000094,성북로9길인근,공영,노상,,대구광역시 북구 침산동 339-2,39,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89145827,128.5884047,2020-02-11
154-1-000113,오봉로7길인근,공영,노상,,대구광역시 북구 노원동2가 1,19,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8877794963,128.5743933766,2020-02-11
154-1-000114,오봉로인근,공영,노상,,대구광역시 북구 노원동3가 1208,135,2,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,600,10.0,300.0,,3000.0,60000.0,,,35.89867951,128.5788096,2020-02-11
154-1-000115,옥산로3길인근,공영,노상,,대구광역시 북구 노원동1가 271,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88754215,128.5781967,2020-02-11
154-1-000116,옥산로5길인근,공영,노상,,대구광역시 북구 노원동1가 529,28,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88662726,128.5810034,2020-02-11
154-1-000117,옥산로9길인근,공영,노상,대구광역시 북구 옥산로9길 29-5,대구광역시 북구 노원동1가 15-19,28,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88802114,128.581656,2020-02-11
154-1-000118,옥산로인근(북구),공영,노상,대구광역시 북구 고성북로 50-2,대구광역시 북구 고성동3가 143,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88408994,128.5841447,2020-02-11
154-1-000119,원대로19길인근,공영,노상,대구광역시 북구 원대로19길 13,대구광역시 북구 노원동1가 382,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88623316,128.580491,2020-02-11
154-1-000120,원대로21길인근,공영,노상,,대구광역시 북구 노원동1가 529,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88662726,128.5810034,2020-02-11
154-1-000121,원대로23길인근,공영,노상,,대구광역시 북구 노원동1가 19-9,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88797474,128.5800717,2020-02-11
154-1-000122,원대로25길인근,공영,노상,,대구광역시 북구 노원동1가 19-6,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88846132,128.5819583,2020-02-11
154-1-000123,유통단지로21길인근,공영,노상,대구광역시 북구 유통단지로13길 8,대구광역시 북구 산격동 1580,42,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.90868017,128.6104761,2020-02-11
154-1-000124,중앙대로105길인근,공영,노상,,대구광역시 북구 칠성동2가 351-9,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.88053131,128.5944814,2020-02-11
154-1-000125,중앙대로118길인근,공영,노상,대구광역시 북구 중앙대로118길 46,대구광역시 북구 침산동 101-3,19,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8833879916,128.5987607519,2020-02-11
154-1-000126,지하철대구역인근,공영,노상,,대구광역시 북구 칠성동2가 302-338,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,30,1000,10.0,500.0,,10000.0,100000.0,,,35.87604689,128.599077,2020-02-11
154-1-000127,청운로인근,공영,노상,,대구광역시 북구 침산동 1693-1,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89059993,128.5869916,2020-02-11
154-1-000128,칠곡중앙대로105길인근,공영,노상,,대구광역시 북구 읍내동 1304,75,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.94402173,128.5488151,2020-02-11
154-1-000129,칠곡중앙대로75길인근,공영,노상,,대구광역시 북구 태전동 962,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.92943275,128.5461208,2020-02-11
154-1-000130,칠곡중앙대로77길인근,공영,노상,,대구광역시 북구 태전동 944,73,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.93092533,128.5449343,2020-02-11
154-1-000131,칠곡중앙대로80길인근,공영,노상,,대구광역시 북구 태전동 1002,30,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9303755,128.5508483,2020-02-11
154-1-000132,칠곡중앙대로86길인근,공영,노상,,대구광역시 북구 읍내동 1378,39,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.93325493,128.5518879,2020-02-11
154-1-000133,칠곡중앙대로91길인근,공영,노상,,대구광역시 북구 관음동 1359,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.93709063,128.5448659,2020-02-11
154-1-000134,칠곡중앙대로인근,공영,노상,,대구광역시 북구 읍내동 794-1,56,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.94506549,128.5511611,2020-02-11
154-1-000135,칠성공구상가앞,공영,노상,대구광역시 북구 칠성가구시장로2길 12,대구광역시 북구 칠성동1가 279-1,8,1,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,500,10.0,250.0,,,,,,35.8748935,128.6070788,2020-02-11
154-1-000136,칠성교북편,공영,노상,,대구광역시 북구 대현동 389,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.87736564,128.6056874,2020-02-11
154-1-000137,칠성꽃시장,공영,노상,대구광역시 북구 중앙대로 484,대구광역시 북구 칠성동2가 302-94,23,1,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,30,500,10.0,250.0,,,,,,35.87664626,128.5950555,2020-02-11
154-1-000159,침산로인근,공영,노상,대구광역시 북구 노원로 241,대구광역시 북구 침산동 823,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9015759,128.5860551,2020-02-11
154-4-000213,명성,민영,노외,대구광역시 북구 침산남로 154,대구광역시 북구 침산동 265-11,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,1000,,,,8000.0,60000.0,현금,,35.8878395,128.5922723,2020-02-11
154-4-000214,미니,민영,노외,대구광역시 북구 칠성남로31길 12-5,대구광역시 북구 칠성동2가 541-30,5,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.87766279,128.5985704562,2020-02-11
154-4-000215,벧엘,민영,노외,대구광역시 북구 대현로9길 2,대구광역시 북구 대현동 227-18,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,1000,,,,5000.0,70000.0,현금,,35.88518404,128.6049054,2020-02-11
154-4-000216,보근,민영,노외,대구광역시 북구 공평로 155-2,대구광역시 북구 칠성동2가 548-16,7,1,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,1000,60.0,2000.0,,3000.0,70000.0,현금,,35.87792093,128.6010181,2020-02-11
154-2-000217,복현동임시공영주차장,공영,노외,대구광역시 북구 복현로20길 8,대구광역시 북구 복현동 127,8,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.90003894,128.6222779,2020-02-11
154-2-000218,북구문화회관앞(공영),공영,노외,대구광역시 북구 검단로 71-17,대구광역시 북구 산격동 120,110,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.905774,128.6160608,2020-02-11
154-4-000219,빵빵주차장,민영,노외,대구광역시 북구 칠곡중앙대로 440,대구광역시 북구 읍내동 1341-5,24,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,800,10.0,300.0,,,70000.0,현금,,35.9349066,128.5492023,2020-02-11
154-2-000220,산격(공영),공영,노외,대구광역시 북구 동북로36길 14,대구광역시 북구 산격동 1264-1,43,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10.0,100.0,,3000.0,50000.0,현금,,35.8979647351,128.6106083,2020-02-11
154-2-000221,산격3동공영,공영,노외,대구광역시 북구 산격로8길 1,대구광역시 북구 산격동 1410-7,51,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,10.0,300.0,,6000.0,,현금,,35.89377121,128.6053807,2020-02-11
154-2-000222,산업용재관남편(공영),공영,노외,대구광역시 북구 유통단지로8길 26,대구광역시 북구 산격동 1631,112,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9030285,128.6070134,2020-02-11
154-2-000223,서변1(공영),공영,노외,대구광역시 북구 호국로43길 20,대구광역시 북구 서변동 1777,91,3,미시행,평일+토요일+공휴일,10:00,19:00,00:00,00:00,00:00,00:00,유료,30,400,10.0,200.0,,4000.0,40000.0,현금,,35.9213327,128.5970474877,2020-02-11
154-2-000224,서변2(공영),공영,노외,대구광역시 북구 호국로43길 17,대구광역시 북구 서변동 1791,95,3,미시행,평일+토요일+공휴일,10:00,19:00,00:00,00:00,00:00,00:00,유료,30,400,10.0,200.0,,4000.0,40000.0,현금,,35.9209007,128.5971581,2020-02-11
154-2-000225,서편업무지구(공영),공영,노외,대구광역시 북구 유통단지로8길 33,대구광역시 북구 산격동 1639,105,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9040048,128.6086279,2020-02-11
154-4-000226,송원,민영,노외,대구광역시 북구 동천로 125-14,대구광역시 북구 동천동 904-2,22,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.94325188,128.5593616,2020-02-11
154-4-000227,스마일,민영,노외,대구광역시 북구 대학로 143,대구광역시 북구 산격동 1290-8,52,2,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,30,1000,10.0,300.0,,5000.0,30000.0,현금,,35.8968212497,128.613650096,2020-02-11
154-4-000228,삼성주차장(박문웅),민영,노외,대구광역시 북구 동천로23길 18,대구광역시 북구 동천동 907-1,14,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,,,,,,현금,,35.94245761,128.5589261,2020-02-11
154-4-000229,시민,민영,노외,대구광역시 북구 옥산로17길 10,대구광역시 북구 칠성동2가 89-1,62,1,미시행,평일,08:00,22:00,00:00,00:00,00:00,00:00,유료,30,1000,60.0,1000.0,,3000.0,40000.0,현금,,35.8852831,128.5857108,2020-02-11
154-2-000230,신기공원북편(공영),공영,노외,대구광역시 북구 유통단지로13길 13-11,대구광역시 북구 산격동 1617,58,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9078387,128.6083227,2020-02-11
154-4-000231,신만평,민영,노외,대구광역시 북구 팔달로 133,대구광역시 북구 노원동3가 738-1,13,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,유료,30,800,60.0,1500.0,,10000.0,70000.0,현금,,35.8897092405,128.5646922,2020-02-11
154-2-000232,신천둔치(공영),공영,노외,대구광역시 북구 칠성시장로 28,대구광역시 북구 칠성동1가 276-165,437,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10.0,250.0,,5000.0,50000.0,현금,,35.8769546591,128.6043758031,2020-02-11
154-4-000233,신태경,민영,노외,대구광역시 북구 호국로51길 5,대구광역시 북구 서변동 1779,13,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,2000,,,,,,현금,,35.9243335661,128.5986496417,2020-02-11
154-4-000234,아진,민영,노외,대구광역시 북구 팔달로 159,대구광역시 북구 노원동3가 768-1,17,2,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,유료,60,1000,,,,5000.0,50000.0,현금,,35.88926955,128.5675428,2020-02-11
154-4-000235,역후,민영,노외,대구광역시 북구 칠성남로30길 8-1,대구광역시 북구 칠성동2가 302-308,21,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,60.0,2000.0,,,,현금,,35.87688665,128.5951518,2020-02-11
154-4-000236,영덕,민영,노외,대구광역시 북구 팔달로27길 71,대구광역시 북구 노원동3가 894-1,16,2,미시행,평일,08:00,18:00,00:00,00:00,00:00,00:00,유료,60,1000,,,,3000.0,60000.0,현금,,35.8918177764,128.5674166571,2020-02-11
154-4-000237,우정,민영,노외,대구광역시 북구 노원로10길 35,대구광역시 북구 노원동3가 1001-14,4,2,미시행,평일,07:30,21:00,00:00,00:00,00:00,00:00,유료,30,1000,,,,,80000.0,"현금, 신용카드",,35.8920819,128.5693763,2020-02-11
154-2-000238,우편집중국서편(공영),공영,노외,대구광역시 북구 유통단지로21길 16,대구광역시 북구 산격동 1567,29,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9102388,128.6122929552,2020-02-11
154-2-000239,읍내동임시공영,공영,노외,대구광역시 북구 동암로7길 75-4,대구광역시 북구 읍내동 412-5,10,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9528191,128.5554145282,2020-02-11
154-2-000240,임시공영(공영청사부지),공영,노외,대구광역시 북구 구암로65길 38,대구광역시 북구 구암동 771-3,338,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9415360548,128.5657163289,2020-02-11
154-2-000241,임시공영(관음동),공영,노외,대구광역시 북구 관음로 141,대구광역시 북구 관음동 1230-2,120,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9430720483,128.5420358,2020-02-11
154-2-000242,임시공영(복현1동)1,공영,노외,대구광역시 북구 경대로17길 78,대구광역시 북구 복현동 404-3,23,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8950354937,128.6140324,2020-02-11
154-2-000243,임시공영(복현1동)2,공영,노외,대구광역시 북구 경대로서19길 31,,23,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.8906191,128.6162747567,2020-02-11
154-2-000244,임시공영(침산1동),공영,노외,대구광역시 북구 오봉로18길 39-21,대구광역시 북구 침산동 1310-2,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.89532315,128.5829465,2020-02-11
154-2-000245,임시공영(팔달동),공영,노외,대구광역시 북구 작원1길 17-14,대구광역시 북구 팔달동 151-36,17,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.898184428,128.5512569,2020-02-11
154-2-000246,전자관북편1(공영),공영,노외,대구광역시 북구 유통단지로7길 21,대구광역시 북구 산격동 338-2,107,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.9077608,128.605559,2020-02-11
154-2-000247,전자관북편2(공영),공영,노외,대구광역시 북구 유통단지로3길 4-11,대구광역시 북구 산격동 603-9,104,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.90621166,128.604768086,2020-02-11
154-2-000248,조야교남편(공영),공영,노외,대구광역시 북구 조야로12길 1,대구광역시 북구 조야동 436-2,74,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.91200881,128.5771953,2020-02-11
154-4-000249,청신,민영,노외,대구광역시 북구 팔달로27길 45,대구광역시 북구 노원동3가 882,20,2,미시행,평일+토요일+공휴일,05:00,19:00,05:00,19:00,00:00,00:00,유료,30,1000,,,,5000.0,70000.0,현금,,35.8912250197,128.5664348501,2020-02-11
154-2-000250,칠성(공영),공영,노외,대구광역시 북구 칠성남로 196,대구광역시 북구 칠성동1가 184-10,165,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,500,10.0,250.0,,5000.0,50000.0,"신용카드, 교통카드",,35.87610607,128.6016615164,2020-02-11
154-2-000251,칠성동2가(공영),공영,노외,대구광역시 북구 칠성로19길 4,대구광역시 북구 칠성동2가 409-613,19,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,무료,0,0,,,,,,,,35.879228,128.6000190329,2020-02-11
154-2-000252,태전1동임시공영,공영,노외,대구광역시 북구 태전로19길 7-10,대구광역시 북구 태전동 302-8,11,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,35.92703788,128.5412594,2020-02-11
154-4-000253,태호,민영,노외,대구광역시 북구 동암로 102,대구광역시 북구 동천동 895-4,44,3,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,60,1000,,,,,,현금,,35.9440102,128.5620563,2020-02-11
