시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
어린이집,예쁜손어린이집,대구광역시 동구 율하동로26길 22,,35.870112,128.704704373,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
어린이집,청산어린이집,대구광역시 동구 송라로3길 13-3,,35.869435,128.619153,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
어린이집,단비어린이집,대구광역시 동구 팔공로91길 10,,35.940566,128.644575,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
어린이집,강동어린이집,대구광역시 동구 율하서로 96,,35.8614277474,128.688654,대구광역시청,대구동부경찰서,Y,2.0,8,2020-01-14
초등학교,율금초교,대구광역시 동구 안심로16길 70,,35.8618878142,128.6918367216,대구광역시청,대구동부경찰서,Y,1.0,20,2020-01-14
어린이집,효성어린이집,대구광역시 동구 효목로19길 9-6,,35.881296,128.641876,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,호수유치원,대구광역시 동구 팔공로68길 4-5,,35.9295395545,128.642874,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
어린이집,명지어린이집,대구광역시 동구 신암남로27길 35,,35.883446,128.628834,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,아이누리유치원,대구광역시 동구 방촌로17길 26,,35.885932,128.663756,대구광역시청,대구동부경찰서,Y,2.0,6,2020-01-14
어린이집,미키월드랜드어린이집,대구광역시 동구 동촌로45길 39,,35.8832882477,128.669147,대구광역시청,대구동부경찰서,Y,1.0,6,2020-01-14
어린이집,청구어린이집,대구광역시 동구 송라로 3-6,,35.8684756732,128.618421,대구광역시청,대구동부경찰서,Y,1.0,6,2020-01-14
초등학교,새론초교,대구광역시 동구 과학로13길 5,,35.8843892801,128.7170839495,대구광역시청,대구동부경찰서,Y,2.0,8,2020-01-14
유치원,강남유치원,대구광역시 동구 신암로18길 19,,35.877706,128.612603,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,율빛유치원,대구광역시 동구 율하서로3길 45,,35.860512047,128.688145,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,파란하늘유치원,대구광역시 동구 금호강변로3길 14,,35.869225,128.689075,대구광역시청,대구동부경찰서,Y,1.0,15,2020-01-14
어린이집,동구청어린이집,대구광역시 동구 신암남로 175-1,,35.884901,128.632079,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
어린이집,키즈오르다어린이집,대구광역시 동구 국채보상로165길 31,,35.869592,128.6157220303,대구광역시청,대구동부경찰서,Y,1.0,6,2020-01-14
초등학교,봉무초교,대구광역시 동구 팔공로53길 30,,35.9258007355,128.6374119948,대구광역시청,대구동부경찰서,Y,2.0,20,2020-01-14
어린이집,세원어린이집,대구광역시 동구 효목로17길 50,,35.881853,128.640146,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,아트숲유치원,대구광역시 동구 용계로1길 36,,35.875342,128.692885,대구광역시청,대구동부경찰서,Y,1.0,12,2020-01-14
어린이집,예일어린이집,대구광역시 동구 동부로 67-1,,35.875539,128.619791,대구광역시청,대구동부경찰서,Y,1.0,6,2020-01-14
유치원,금빛유치원,대구광역시 동구 반야월로 208-1,,35.8717255559,128.711336,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
어린이집,동호어린이집,대구광역시 동구 안심로51길 120,,35.871609,128.713137,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,율하유치원,대구광역시 동구 안심로 16길 19,,35.8663307362,128.6947520039,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,숲에온유치원,대구광역시 동구 신암북로 11길 11,,35.8880547803,128.6219592217,대구광역시청,대구동부경찰서,Y,1.0,8,2020-01-14
유치원,으뜸유치원,대구광역시 동구 위남로2길 38,,35.9307359888,128.6349831438,대구광역시청,대구동부경찰서,Y,1.0,6,2020-01-14
유치원,위즈숲유치원,대구광역시 동구 파계로19길 12-7,,35.9425917485,128.6360030835,대구광역시청,대구동부경찰서,Y,1.0,6,2020-01-14
유치원,수피아유치원,대구광역시 동구 메디벨리로8길 11,,35.884158,128.717342,대구광역시청,대구동부경찰서,Y,1.0,12,2020-01-14
어린이집,수피아어린이집,대구광역시 동구 메디벨리로8길 11,,35.884158,128.717342,대구광역시청,대구동부경찰서,Y,1.0,12,2020-01-14
유치원,가람유치원,"대구광역시 북구 칠곡중앙대로52길 20, 삼성아파트",대구광역시 북구 태전동 608-5,35.9198599022,128.5483610224,대구광역시 북구청,강북경찰서,Y,6.0,12.0,2019-12-17
초등학교,강북초등,대구광역시 북구 구암서로 50,대구광역시 북구 구암동 785-1,35.9408343,128.566782,대구광역시 북구청,강북경찰서,Y,4.0,10.0,2019-12-17
유치원,경전유치원,대구광역시 북구 복현로 11,대구광역시 북구 복현동 337-3,35.893506,128.6227636,대구광역시 북구청,북부경찰서,Y,4.0,10.0,2019-12-17
초등학교,경진초등,대구광역시 북구 경진로12길 5,대구광역시 북구 복현동 447,35.892027753,128.6170921999,대구광역시 북구청,북부경찰서,Y,5.0,8.0,2019-12-17
초등학교,관남초등,대구광역시 북구 칠곡중앙대로91길 10,대구광역시 북구 관음동 1386-2,35.9368375851,128.5477879453,대구광역시 북구청,강북경찰서,Y,5.0,18.0,2019-12-17
어린이집,관음어린이집,대구광역시 북구 관음중앙로22길 3,대구광역시 북구 관음동 190,35.9432277,128.5456811,대구광역시 북구청,강북경찰서,Y,7.0,8.0,2019-12-17
초등학교,관음초등,대구광역시 북구 관음동로17길 16,대구광역시 북구 관음동 1340-1,35.9399209865,128.5471122798,대구광역시 북구청,강북경찰서,Y,5.0,7.0,2019-12-17
초등학교,관천초등,대구광역시 북구 구암로22길 17,대구광역시 북구 태전동 999-2,35.9305641,128.5520482,대구광역시 북구청,강북경찰서,Y,5.0,12.0,2019-12-17
초등학교,교동초등,대구광역시 북구 관음중앙로34길 4,대구광역시 북구 읍내동 1305,35.9447886,128.5494726,대구광역시 북구청,강북경찰서,Y,4.0,8.0,2019-12-17
어린이집,구암어린이집,대구광역시 북구 구암로42길 13-20,대구광역시 북구 구암동 468,35.9302986,128.5630209,대구광역시 북구청,강북경찰서,Y,3.0,5.0,2019-12-17
초등학교,구암초등,대구광역시 북구 학정로 245,대구광역시 북구 구암동 694-1,35.9281441561,128.5577585259,대구광역시 북구청,강북경찰서,Y,4.0,33.0,2019-12-17
유치원,꿈동산유치원,대구광역시 북구 대불서길 33,대구광역시 북구 산격동 481-1,35.902220954,128.6128453,대구광역시 북구청,북부경찰서,Y,5.0,6.0,2019-12-17
어린이집,꿈요정어린이집→라온제나어린이집,대구광역시 북구 도남길 33-9,대구광역시 북구 국우동 696,35.9522319,128.5800568,대구광역시 북구청,강북경찰서,N,0.0,6.0,2019-12-17
어린이집,나래영재어린이집,대구광역시 북구 대불서길 18-6,대구광역시 북구 산격동 485-8,35.901192463,128.6145454,대구광역시 북구청,북부경찰서,Y,4.0,7.0,2019-12-17
유치원,다솔유치원,"대구광역시 북구 매전로 73, 태전휴먼시아1단지",대구광역시 북구 태전동 1103,35.9129423775,128.5439103915,대구광역시 북구청,강북경찰서,Y,3.0,7.0,2019-12-17
유치원,다솜유치원,대구광역시 북구 복현로20길 20,대구광역시 북구 복현동 106,35.9008908043,128.6222078464,대구광역시 북구청,북부경찰서,N,0.0,6.0,2019-12-17
초등학교,달산초등,대구광역시 북구 옥산로17길 37,대구광역시 북구 침산동 402,35.8876987191,128.5851441,대구광역시 북구청,북부경찰서,Y,3.0,16.0,2019-12-17
유치원,대구과학대학부설유치원,대구광역시 북구 영송로 15,대구광역시 북구 태전동 산6-6,35.92684373,128.5440255311,대구광역시 북구청,강북경찰서,Y,3.0,15.0,2019-12-17
초등학교,관문초등,대구광역시 북구 매전로 32,대구광역시 북구 매천동 743,35.9086997517,128.5461085,대구광역시 북구청,강북경찰서,Y,2.0,12.0,2019-12-17
초등학교,동평초등,대구광역시 북구 동천로 84,대구광역시 북구 동천동 915-1,35.9390009328,128.5608216514,대구광역시 북구청,강북경찰서,Y,2.0,10.0,2019-12-17
초등학교,사수초등학교,대구광역시 북구 내곡로 124,대구광역시 북구 사수동 814,35.900147172,128.5152503,대구광역시 북구청,강북경찰서,Y,2.0,18.0,2019-12-17
특수학교,성보특수학교,"대구광역시 북구 동북로71길 9-45, 대구성보학교",대구광역시 북구 복현동 310,35.89408427,128.6302775395,대구광역시 북구청,북부경찰서,Y,3.0,10.0,2019-12-17
초등학교,운암초등,대구광역시 북구 대천로 148,대구광역시 북구 구암동 789-4,35.9357007497,128.5656283,대구광역시 북구청,강북경찰서,Y,3.0,13.0,2019-12-17
초등학교,학남초등,대구광역시 북구 학정동로 23,대구광역시 북구 국우동 1079-1,35.9462397,128.5662835989,대구광역시 북구청,강북경찰서,Y,3.0,20.0,2019-12-17
유치원,대원유치원,대구광역시 북구 동북로26길 26,대구광역시 북구 산격동 1202-1,35.8998227619,128.60512525,대구광역시 북구청,북부경찰서,Y,6.0,8.0,2019-12-17
초등학교,대천초등,대구광역시 북구 구암로21길 54,대구광역시 북구 읍내동 1366,35.9372103756,128.5543639644,대구광역시 북구청,강북경찰서,Y,4.0,10.0,2019-12-17
초등학교,도남초등,대구광역시 북구 구리로 202,대구광역시 북구 국우동 1110-2,35.9486598055,128.577122,대구광역시 북구청,강북경찰서,Y,4.0,10.0,2019-12-17
초등학교,동변초등,대구광역시 북구 동변로 60,대구광역시 북구 동변동 694,35.9191307401,128.6041638152,대구광역시 북구청,강북경찰서,Y,4.0,13.0,2019-12-17
유치원,동서변유치원,대구광역시 북구 서변로3길 59,대구광역시 북구 서변동 1143-1,35.9219561,128.5946241,대구광역시 북구청,강북경찰서,Y,2.0,12.0,2019-12-17
유치원,동원유치원-->다애숲유치원,대구광역시 북구 복현로북2길 9,대구광역시 북구 복현동 362-2,35.8934605,128.6238919,대구광역시 북구청,북부경찰서,Y,4.0,10.0,2019-12-17
유치원,리더스유치원,대구광역시 북구 학정동로13길 12,대구광역시 북구 학정동 938-10,35.9502955,128.5665514,대구광역시 북구청,강북경찰서,Y,4.0,10.0,2019-12-17
어린이집,리라어린이집,대구광역시 북구 대현로21길 52,대구광역시 북구 대현동 167-12,35.8847183257,128.6079208984,대구광역시 북구청,북부경찰서,Y,1.0,7.0,2019-12-17
초등학교,매천초등,대구광역시 북구 매천로 179,대구광역시 북구 매천동 173,35.9133253279,128.5410376667,대구광역시 북구청,강북경찰서,Y,5.0,12.0,2019-12-17
유치원,메이플유치원,"대구광역시 북구 영송로 85, 한신중앙아파트",대구광역시 북구 태전동 936-1,35.9327950197,128.5426121945,대구광역시 북구청,강북경찰서,Y,3.0,15.0,2019-12-17
어린이집,무지개어린이집,대구광역시 북구 태전로7길 30-13,대구광역시 북구 태전동 214-41,35.9230893,128.5411962104,대구광역시 북구청,강북경찰서,Y,2.0,7.0,2019-12-17
어린이집,무태어린이집,대구광역시 북구 서변로3길 79-8,대구광역시 북구 서변동 954-2,35.9232945341,128.5957434,대구광역시 북구청,강북경찰서,Y,4.0,12.0,2019-12-17
초등학교,문성초등,대구광역시 북구 복현로 180,대구광역시 북구 복현동 33,35.905810797,128.6203544064,대구광역시 북구청,북부경찰서,Y,1.0,23.0,2019-12-17
유치원,미래유치원,"대구광역시 북구 팔거천동로 104, 칠곡2차보성서한타운",대구광역시 북구 동천동 872,35.9327072602,128.5563899008,대구광역시 북구청,강북경찰서,Y,3.0,20.0,2019-12-17
어린이집,미소담어린이집(구.하나린어린이집),대구광역시 북구 매전로4길 10-20,대구광역시 북구 매천동 693,35.9080756801,128.5425981,대구광역시 북구청,강북경찰서,Y,2.0,10.0,2019-12-17
유치원,미술관유치원,대구광역시 북구 학남로1길 2-11,대구광역시 북구 학정동 945-8,35.9490276,128.5662986324,대구광역시 북구청,강북경찰서,Y,4.0,9.0,2019-12-17
어린이집,예뜰(베니벨라)어린이집-->반디어린이집,대구광역시 북구 학정동로 84,대구광역시 북구 학정동 934-3,35.9512033,128.5682272,대구광역시 북구청,강북경찰서,Y,2.0,9.0,2019-12-17
유치원,반디유치원,대구광역시 북구 관음동로32길 6-13,대구광역시 북구 읍내동 1295-5,35.9461262,128.5477342639,대구광역시 북구청,강북경찰서,Y,4.0,8.0,2019-12-17
초등학교,복현초등,대구광역시 북구 공항로 58,대구광역시 북구 복현동 225,35.8976052987,128.6215382982,대구광역시 북구청,북부경찰서,Y,3.0,15.0,2019-12-17
초등학교,북대구초등,대구광역시 북구 동북로37길 68,대구광역시 북구 산격동 283,35.9032855796,128.6095652,대구광역시 북구청,북부경찰서,Y,4.0,10.0,2019-12-17
초등학교,북부초등,대구광역시 북구 동천로 20,대구광역시 북구 동천동 880,35.9334558,128.5592149898,대구광역시 북구청,강북경찰서,Y,2.0,20.0,2019-12-17
유치원,분도유치원,대구광역시 북구 복현로 70-9,대구광역시 북구 복현동 265-12,35.8983294,128.6242237,대구광역시 북구청,북부경찰서,Y,4.0,5.0,2019-12-17
어린이집,사랑어린이집,대구광역시 북구 칠곡중앙대로126길 3,대구광역시 북구 읍내동 431-6,35.9511061,128.553947,대구광역시 북구청,강북경찰서,Y,4.0,12.0,2019-12-17
초등학교,산격초등,대구광역시 북구 산격로10길 14,대구광역시 북구 산격동 1409,35.8945503254,128.6063964963,대구광역시 북구청,북부경찰서,Y,3.0,6.0,2019-12-17
유치원,삼성유치원,대구광역시 북구 동암로 21-19,대구광역시 북구 읍내동 473-1,35.9474763,128.5535988677,대구광역시 북구청,강북경찰서,Y,5.0,6.0,2019-12-17
초등학교,"삼영초등학교, 삼영유치원(공립단설)",대구광역시 북구 내곡로 63,대구광역시 북구 사수동 778,35.901614,128.5096883055,대구광역시 북구청,강북경찰서,Y,3.0,,2019-12-17
어린이집,새나래어린이집,"대구광역시 북구 경대로7길 60, 성지무궁화아파트",대구광역시 북구 대현동 25-13,35.8861205335,128.6079182446,대구광역시 북구청,북부경찰서,Y,3.0,7.0,2019-12-17
어린이집,새동변어린이집,대구광역시 북구 동변로18길 25,대구광역시 북구 동변동 370,35.9204179,128.6060865,대구광역시 북구청,강북경찰서,Y,2.0,12.0,2019-12-17
유치원,새솔유치원,"대구광역시 북구 동암로7길 39, 칠곡한서타운",대구광역시 북구 읍내동 1234-7,35.9495511282,128.5555721123,대구광역시 북구청,강북경찰서,Y,3.0,10.0,2019-12-17
유치원,샛별유치원,"대구광역시 북구 검단로 255, 민들레아파트",대구광역시 북구 검단동 1128-3,35.9163351994,128.6281418867,대구광역시 북구청,북부경찰서,Y,4.0,7.0,2019-12-17
초등학교,서변초등,대구광역시 북구 호국로43길 35,대구광역시 북구 서변동 1749,35.9207555763,128.5950280612,대구광역시 북구청,강북경찰서,Y,3.0,10.0,2019-12-17
어린이집,성북어린이집,대구광역시 북구 침산남로9길 6-6,대구광역시 북구 노원동1가 2-4,35.8897561,128.5813467765,대구광역시 북구청,북부경찰서,Y,2.0,8.0,2019-12-17
초등학교,성북초등,대구광역시 북구 호국로57길 42,대구광역시 북구 서변동 861,35.9264101438,128.5942114,대구광역시 북구청,강북경찰서,Y,4.0,12.0,2019-12-17
어린이집,빛나라(세계제일)어린이집,대구광역시 북구 복현로20길 73-1,대구광역시 북구 복현동 28-35,35.9059934886,128.6212152,대구광역시 북구청,북부경찰서,Y,5.0,7.0,2019-12-17
초등학교,신암초등,대구광역시 북구 경대로 21,대구광역시 북구 대현동 1-2,35.8837639646,128.6116222418,대구광역시 북구청,북부경찰서,Y,4.0,19.0,2019-12-17
어린이집,아성어린이집,대구광역시 북구 도남길 148-46,대구광역시 북구 도남동 623-4,35.9609127,128.5858597113,대구광역시 북구청,강북경찰서,Y,2.0,4.0,2019-12-17
유치원,아이러브유치원,대구광역시 북구 구암로60길 45-14,대구광역시 북구 구암동 808-2,35.9382737,128.5688728,대구광역시 북구청,강북경찰서,Y,2.0,8.0,2019-12-17
어린이집,아이별어린이집,대구광역시 북구 고성로34길 63,대구광역시 북구 고성동2가 29-7,35.8799004,128.5868329,대구광역시 북구청,북부경찰서,Y,2.0,6.0,2019-12-17
유치원,유진어린이집-->아이킹유치원->태림유치원,대구광역시 북구 매천로37길 8,대구광역시 북구 매천동 144-1,35.9135551,128.5416382,대구광역시 북구청,강북경찰서,Y,2.0,14.0,2019-12-17
어린이집,아인슈타인어린이집,대구광역시 북구 동천로 5-13,대구광역시 북구 동천동 875,35.9323265,128.5569403583,대구광역시 북구청,강북경찰서,Y,2.0,12.0,2019-12-17
유치원,에듀웰유치원,대구광역시 북구 팔거천서로 157-2,대구광역시 북구 읍내동 1435,35.9386239,128.555488,대구광역시 북구청,강북경찰서,Y,4.0,6.0,2019-12-17
어린이집,에트라움어린이집,대구광역시 북구 학남로1길 29,대구광역시 북구 학정동 939-2,35.951241,128.566044,대구광역시 북구청,강북경찰서,Y,2.0,10.0,2019-12-17
어린이집,엘리트어린이집,대구광역시 북구 칠곡중앙대로43길 13,대구광역시 북구 태전동 515-3,35.9150239,128.546879,대구광역시 북구청,강북경찰서,Y,3.0,10.0,2019-12-17
유치원,연세유치원,대구광역시 북구 침산남로 165-4,대구광역시 북구 침산동 136-6,35.8882443,128.5940851,대구광역시 북구청,북부경찰서,Y,2.0,6.0,2019-12-17
어린이집,영지어린이집,대구광역시 북구 산격로서9길 6-1,대구광역시 북구 산격동 1437-20,35.8952123,128.6022434,대구광역시 북구청,북부경찰서,Y,6.0,7.0,2019-12-17
유치원,"예원유치원, 예원어린이집",대구광역시 북구 칠성로 105-21,대구광역시 북구 칠성동2가 409-167,35.8793173853,128.600701,대구광역시 북구청,북부경찰서,Y,3.0,5.0,2019-12-17
유치원,예일유치원,"대구광역시 북구 대천로7길 40, 칠곡산호한양아파트",대구광역시 북구 읍내동 1351,35.9410381765,128.5557731343,대구광역시 북구청,강북경찰서,Y,5.0,10.0,2019-12-17
초등학교,옥산초등,대구광역시 북구 칠성시장로23길 55,대구광역시 북구 칠성동2가 395-1,35.8808946288,128.5978735161,대구광역시 북구청,북부경찰서,Y,11.0,5.0,2019-12-17
유치원,옥스포드유치원,대구광역시 북구 구리로 169,대구광역시 북구 국우동 753-1,35.9479921,128.5731257,대구광역시 북구청,강북경찰서,Y,3.0,10.0,2019-12-17
어린이집,바다어린이집-->온누리어린이집,대구광역시 북구 연암로4길 35,대구광역시 북구 산격동 1401-4,35.8902696,128.6030980956,대구광역시 북구청,북부경찰서,Y,2.0,8.0,2019-12-17
어린이집,우주과학어린이집-->우주과학유치원어린이집,대구광역시 북구 오봉로6길 7,대구광역시 북구 노원동1가 170-1,35.8903643,128.5776159,대구광역시 북구청,북부경찰서,Y,4.0,14.0,2019-12-17
유치원,운휘유치원,대구광역시 북구 매천로37길 34-10,대구광역시 북구 매천동 72,35.91461173,128.5396668,대구광역시 북구청,강북경찰서,Y,2.0,4.0,2019-12-17
어린이집,움사랑생태어린이집,대구광역시 북구 칠곡중앙대로86길 17-1,대구광역시 북구 읍내동 1131,35.9343405,128.5503227099,대구광역시 북구청,강북경찰서,Y,4.0,6.0,2019-12-17
어린이집,동심어린이집-->웃는아이어린이집,대구광역시 북구 학정로 110-22,대구광역시 북구 태전동 444-1,35.9171941,128.5520429,대구광역시 북구청,강북경찰서,Y,2.0,5.0,2019-12-17
어린이집,정원어린이집,대구광역시 북구 칠곡중앙대로126길 21-24,대구광역시 북구 읍내동 441-1,35.9490177059,128.5550119599,대구광역시 북구청,강북경찰서,Y,4.0,10.0,2019-12-17
초등학교,조야초등,대구광역시 북구 조야로8길 16,대구광역시 북구 조야동 102-1,35.9097412,128.5770478187,대구광역시 북구청,강북경찰서,Y,5.0,10.0,2019-12-17
유치원,좋은유치원,"대구광역시 북구 호암로 20, 성광우방타운",대구광역시 북구 칠성동2가 127,35.8826628206,128.5920269551,대구광역시 북구청,북부경찰서,Y,4.0,10.0,2019-12-17
유치원,진성유치원,"대구광역시 북구 구암로 170, 칠곡2차한라타운",대구광역시 북구 구암동 695,35.9305200943,128.5593829265,대구광역시 북구청,강북경찰서,Y,3.0,15.0,2019-12-17
유치원,채송화유치원,대구광역시 북구 학정로48길 42-6,대구광역시 북구 구암동 506,35.9272350096,128.5605621,대구광역시 북구청,강북경찰서,Y,3.0,4.0,2019-12-17
유치원,초록나라유치원,대구광역시 북구 노원로42길 25,대구광역시 북구 침산동 1085-2,35.8982696882,128.5839177619,대구광역시 북구청,북부경찰서,Y,4.0,8.0,2019-12-17
어린이집,칠곡어린이집,대구광역시 북구 칠곡중앙대로110길 6-20,대구광역시 북구 읍내동 789-9,35.9438646,128.5514868,대구광역시 북구청,강북경찰서,Y,2.0,7.0,2019-12-17
유치원,칠곡유치원,대구광역시 북구 칠곡중앙대로116길 12,대구광역시 북구 읍내동 840,35.9461277486,128.5524374617,대구광역시 북구청,강북경찰서,Y,4.0,5.0,2019-12-17
초등학교,칠곡초등,대구광역시 북구 칠곡중앙대로110길 5,대구광역시 북구 읍내동 794,35.9451703413,128.5517715415,대구광역시 북구청,강북경찰서,Y,2.0,6.0,2019-12-17
유치원,칠곡한솔유치원,대구광역시 북구 태암로18길 20-7,대구광역시 북구 구암동 679-1,35.9259879,128.5550239,대구광역시 북구청,강북경찰서,Y,4.0,6.0,2019-12-17
초등학교,칠성초등,대구광역시 북구 침산남로32길 17,대구광역시 북구 침산동 211,35.8870334939,128.5932395548,대구광역시 북구청,북부경찰서,Y,3.0,8.0,2019-12-17
유치원,침산ing유치원,대구광역시 북구 침산남로37길 10,대구광역시 북구 침산동 118-7,35.8882997,128.5962946577,대구광역시 북구청,북부경찰서,Y,2.0,8.0,2019-12-17
초등학교,침산초등,대구광역시 북구 성북로 25,대구광역시 북구 침산동 465,35.8911138008,128.5850731107,대구광역시 북구청,북부경찰서,Y,5.0,24.0,2019-12-17
어린이집,칼라풀어린이집,대구광역시 북구 복현로2길 34,대구광역시 북구 복현동 376-28,35.8920708,128.6257607,대구광역시 북구청,북부경찰서,Y,3.0,7.0,2019-12-17
어린이집,큰뫼생태어린이집,대구광역시 북구 학정로42길 26-24,대구광역시 북구 구암동 566-1,35.9250503,128.5583817,대구광역시 북구청,강북경찰서,Y,5.0,7.0,2019-12-17
초등학교,태암초등,대구광역시 북구 칠곡중앙대로52길 56,대구광역시 북구 태전동 1076-8,35.9230319,128.5505023482,대구광역시 북구청,강북경찰서,Y,5.0,10.0,2019-12-17
초등학교,태전초등,대구광역시 북구 칠곡중앙대로75길 16,대구광역시 북구 태전동 957,35.9302356,128.5460296,대구광역시 북구청,강북경찰서,Y,7.0,10.0,2019-12-17
초등학교,태현초등,대구광역시 북구 태전로 95,대구광역시 북구 태전동 317-1,35.9281669281,128.5406343018,대구광역시 북구청,강북경찰서,Y,4.0,12.0,2019-12-17
어린이집,튼튼한어린이닙,대구광역시 북구 동변로20길 30-1,대구광역시 북구 동변동 261-1,35.9230974345,128.601318,대구광역시 북구청,강북경찰서,Y,2.0,4.0,2019-12-17
초등학교,팔달초등,대구광역시 북구 매천로2길 19-6,대구광역시 북구 팔달동 73-4,35.8979308,128.5449082949,대구광역시 북구청,강북경찰서,Y,6.0,22.0,2019-12-17
어린이집,하나어린이집,대구광역시 북구 칠곡중앙대로43길 33,대구광역시 북구 태전동 661-1,35.9150643,128.5445336,대구광역시 북구청,강북경찰서,Y,3.0,8.0,2019-12-17
어린이집,하늘땅어린이집-->북구어린이집,대구광역시 북구 환성정길 17-2,대구광역시 북구 서변동 1060,35.922829,128.5945198,대구광역시 북구청,강북경찰서,Y,4.0,4.0,2019-12-17
어린이집,하늘어린이집,대구광역시 북구 고성로34길 90,대구광역시 북구 고성동1가 50-180,35.8793927,128.5881726,대구광역시 북구청,북부경찰서,Y,2.0,9.0,2019-12-17
어린이집,학남어린이집,대구광역시 북구 주좌길 34,대구광역시 북구 학정동 129-1,35.9507034788,128.5692323,대구광역시 북구청,강북경찰서,Y,2.0,4.0,2019-12-17
어린이집,학정어린이집,대구광역시 북구 주좌길 26-17,대구광역시 북구 학정동 127-2,35.9501598,128.5691309,대구광역시 북구청,강북경찰서,Y,3.0,5.0,2019-12-17
초등학교,학정초등,대구광역시 북구 학남로 32,대구광역시 북구 학정동 985,35.9482267451,128.5689780237,대구광역시 북구청,강북경찰서,Y,2.0,7.0,2019-12-17
유치원,한꽃유치원,대구광역시 북구 매천로 204,대구광역시 북구 태전동 169-9,35.9151796111,128.5426023779,대구광역시 북구청,강북경찰서,Y,4.0,15.0,2019-12-17
유치원,한림유치원,"대구광역시 북구 대천로 101, 칠곡3차화성타운",대구광역시 북구 동천동 915,35.9370137139,128.5603526362,대구광역시 북구청,강북경찰서,Y,2.0,20.0,2019-12-17
유치원,한별유치원,대구광역시 북구 칠곡중앙대로99길 45-21,대구광역시 북구 관음동 1338-5,35.9406138272,128.5456385,대구광역시 북구청,강북경찰서,Y,3.0,5.0,2019-12-17
초등학교,함지초등,대구광역시 북구 동천로 33,대구광역시 북구 동천동 949,35.9347535773,128.5578616267,대구광역시 북구청,강북경찰서,Y,2.0,10.0,2019-12-17
유치원,해성유치원,대구광역시 북구 사수로 363-36,대구광역시 북구 사수동 135,35.8975674326,128.5182978045,대구광역시 북구청,강북경찰서,Y,2.0,33.0,2019-12-17
어린이집,해와달어린이집,대구광역시 북구 도남길 57-1,대구광역시 북구 국우동 646,35.9540283,128.5805954,대구광역시 북구청,강북경찰서,Y,2.0,4.0,2019-12-17
유치원,행복숲유치원,"대구광역시 북구 구암로 17, 칠곡2차(수정)한양아파트",대구광역시 북구 관음동 1370,35.936640543,128.5429351377,대구광역시 북구청,강북경찰서,Y,2.0,16.0,2019-12-17
어린이집,혜성어린이집,대구광역시 북구 신천동로148길 55,대구광역시 북구 대현동 416-4,35.8841001,128.6050776,대구광역시 북구청,북부경찰서,Y,1.0,6.0,2019-12-17
유치원,혜성유치원,대구광역시 북구 학정로42길 40,대구광역시 북구 구암동 699,35.9267826,128.5589679,대구광역시 북구청,강북경찰서,Y,5.0,8.0,2019-12-17
유치원,혜송유치원,"대구광역시 북구 호암로 40, 삼성아파트",대구광역시 북구 칠성동2가 378-4,35.8819041899,128.5937834655,대구광역시 북구청,북부경찰서,Y,2.0,10.0,2019-12-17
유치원,홍익유치원,대구광역시 북구 침산남로39길 19,대구광역시 북구 침산동 118-18,35.8887242077,128.5970624,대구광역시 북구청,북부경찰서,Y,4.0,10.0,2019-12-17
유치원,환타랜드숲유치원,대구광역시 북구 매천로17길 17-1,대구광역시 북구 매천동 493,35.9043413187,128.5386171556,대구광역시 북구청,강북경찰서,Y,1.0,6.0,2019-12-17
유치원,환타랜드유치원,대구광역시 북구 대천로18길 6,대구광역시 북구 동천동 939-1,35.9364615,128.5580673,대구광역시 북구청,강북경찰서,Y,1.0,8.0,2019-12-17
유치원,효성유치원,대구광역시 북구 동암로37길 17,대구광역시 북구 국우동 1110-2,35.9448653,128.5710848,대구광역시 북구청,강북경찰서,Y,4.0,10.0,2019-12-17
어린이집,신명유치원,대구광역시 북구 동변로20길 15,대구광역시 북구 동변동 319,35.9219255,128.6020137,대구광역시 북구청,강북경찰서,Y,2.0,6.0,2019-12-17
유치원,다인유치원,대구광역시 북구 대현남로 34,대구광역시 북구 대현동 534,35.8811439523,128.607228,대구광역시 북구청,북부경찰서,N,,,2019-12-17
초등학교,대산초등,대구광역시 북구 신천동로 900,대구광역시 북구 산격동 789-4,35.8961140247,128.5931911726,대구광역시 북구청,북부경찰서,Y,4.0,,2019-12-17
어린이집,명문어린이집,대구광역시 북구 복현로20길 15-1,대구광역시 북구 복현동 96,35.900776,128.621512,대구광역시 북구청,북부경찰서,N,0.0,5.0,2019-12-17
